replicate,exchange_#,round,repeat_seq,actor,defender,offense_skill_chosen,offense_skill_value_at_roll,atk_roll,def_roll,atk_success,def_success,atk_margin,def_margin,outcome,effect_declared,location_index,zone,laterality,tag_check,resulting_staterecord,hp_alpha_after,hp_beta_after,pe_alpha_after,pe_beta_after,atk_overflow,def_overflow,atk_failure_xp,def_failure_xp,atk_advanced_skill_created,def_advanced_skill_created
3,57,14,1,Alpha,Beta,Disarm,27,40,40,False,False,,,repeat-bothfail,,,,,,,466,246,80,134,0,0,13,1,,
3,58,14,2,Alpha,Beta,Disarm,27,30,59,False,False,,,repeat-bothfail,,,,,,,466,246,100,125,0,0,3,20,,
3,59,14,3,Alpha,Beta,Disarm,27,42,62,False,False,,,repeat-bothfail,,,,,,,466,246,108,113,0,0,15,23,,
3,60,14,4,Alpha,Beta,Disarm,27,80,24,False,True,,15,defender-wins,,,,,,,466,246,78,139,0,0,53,0,,
3,61,14,1,Beta,Alpha,Disarm,27,98,7,False,True,,31,defender-wins,,,,,,,466,246,121,91,0,0,71,0,,
3,62,15,1,Beta,Alpha,EquipmentDamage,28,72,42,False,False,,,repeat-bothfail,,,,,,,466,246,129,69,0,0,44,4,,
3,63,15,2,Beta,Alpha,EquipmentDamage,29,81,41,False,False,,,repeat-bothfail,,,,,,,466,234,138,50,12,0,52,3,,
3,64,15,3,Beta,Alpha,EquipmentDamage,30,57,76,False,False,,,repeat-bothfail,,,,,,,466,227,112,50,7,0,27,38,,
3,65,15,4,Beta,Alpha,EquipmentDamage,30,10,61,True,False,20,,attacker-wins,Equipment Damage -> FAIL-AND-FALL-BACK -> Inflict Injury,1,Legs,Left,fail-and-fall-back,"Fallback HP -20 (Base Inflict Injury, DEC-030)",446,227,101,90,0,0,0,22,,
3,66,15,1,Alpha,Beta,EquipmentDamage,27,95,58,False,False,,,repeat-bothfail,,,,,,,446,227,56,82,0,0,68,19,,
3,67,15,2,Alpha,Beta,EquipmentDamage,29,45,95,False,False,,,repeat-bothfail,,,,,,,446,214,61,50,0,13,16,56,,
3,68,15,3,Alpha,Beta,EquipmentDamage,29,48,23,False,True,,17,defender-wins,,,,,,,446,214,63,77,0,0,19,0,,
3,69,16,1,Beta,Alpha,Attack,28,16,91,True,False,12,,attacker-wins,Inflict Injury,,,,,HP -12,406,214,50,111,0,28,0,52,,
3,70,16,1,Alpha,Beta,Attack,25,22,63,True,False,3,,attacker-wins,Inflict Injury,,,,,HP -3,406,211,78,98,0,0,0,23,,
3,71,17,1,Beta,Alpha,Grapple,34,5,31,True,True,29,9,attacker-wins,Impose Condition: Grappled,,,,n/a,Tier-1 Grappled Magnitude -1,406,211,97,143,0,0,0,0,,
3,72,17,1,Alpha,Beta,Grapple,30,67,50,False,False,,,repeat-bothfail,,,,,,,406,211,80,143,0,0,37,10,,
3,73,17,2,Alpha,Beta,Grapple,31,62,96,False,False,,,repeat-bothfail,,,,,,,406,211,68,97,0,0,31,56,,
3,74,17,3,Alpha,Beta,Grapple,32,56,86,False,False,,,repeat-bothfail,,,,,,,406,211,62,61,0,0,24,45,,
3,75,17,4,Alpha,Beta,Grapple,32,83,89,False,False,,,repeat-bothfail,,,,,,,385,183,50,50,21,28,51,47,,
3,76,17,5,Alpha,Beta,Grapple,33,41,56,False,False,,,repeat-bothfail,,,,,,,385,177,59,50,0,6,8,13,,
3,77,17,6,Alpha,Beta,Grapple,33,91,88,False,False,,,repeat-bothfail,,,,,,,353,139,50,50,32,38,58,45,,Defense-Adv7(T3)
3,78,17,7,Alpha,Beta,Grapple,34,5,74,True,False,29,,attacker-wins,Impose Condition: Grappled,,,,n/a,Tier-2 Grappled Magnitude -2,353,115,95,50,0,24,0,30,,
3,79,18,1,Beta,Alpha,Trip,26,57,23,False,True,,17,defender-wins,,,,,,,353,108,122,50,7,0,31,0,,
3,80,18,1,Alpha,Beta,Trip,34,11,26,True,True,23,18,attacker-wins,Knock Prone,11,Legs,Left,n/a,Location 11(Legs/Left) Tier-1 Prone Magnitude -1,353,108,150,74,0,0,0,0,,
3,81,19,1,Beta,Alpha,Disarm,29,98,44,False,False,,,repeat-bothfail,,,,,,,353,84,150,50,24,0,69,4,,Defense-Adv7(T3)
3,82,19,2,Beta,Alpha,Disarm,31,4,22,True,True,27,18,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,40,Torso,Right,fail-and-fall-back,"Fallback HP -9 (Base Inflict Injury, DEC-030)",344,84,150,96,0,0,0,0,,
3,83,19,1,Alpha,Beta,Disarm,28,24,78,True,False,4,,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,42,Torso,Right,fail-and-fall-back,"Fallback HP -4 (Base Inflict Injury, DEC-030)",344,80,150,68,0,0,0,34,,
3,84,20,1,Beta,Alpha,EquipmentDamage,30,59,64,False,False,,,repeat-bothfail,,,,,,,344,80,136,59,0,0,29,24,,
3,85,20,2,Beta,Alpha,EquipmentDamage,30,28,67,True,False,2,,attacker-wins,Equipment Damage -> FAIL-AND-FALL-BACK -> Inflict Injury,82,Head,Right,fail-and-fall-back,"Fallback HP -2 (Base Inflict Injury, DEC-030)",342,80,119,81,0,0,0,27,,
3,86,20,1,Alpha,Beta,EquipmentDamage,29,88,70,False,False,,,repeat-bothfail,,,,,,,342,80,81,61,0,0,59,26,EquipmentDamage-Adv8(T3),
3,87,20,2,Alpha,Beta,EquipmentDamage,31,92,99,False,False,,,repeat-bothfail,,,,,,,331,42,50,50,11,38,61,55,,Defense-Adv8(T3)
3,88,20,3,Alpha,Beta,EquipmentDamage,32,29,16,True,True,3,29,defender-wins,,,,,,,331,42,71,84,0,0,0,0,,
3,89,21,1,Alpha,Beta,Attack,25,76,55,False,False,,,repeat-bothfail,,,,,,,326,42,50,79,5,0,51,10,,Defense-Adv9(T3)
3,90,21,2,Alpha,Beta,Attack,27,73,41,False,True,,4,defender-wins,,,,,,,303,42,50,88,23,0,46,0,,
3,91,21,1,Beta,Alpha,Attack,28,89,4,False,True,,36,defender-wins,,,,,,,303,41,96,50,1,0,61,0,,
3,92,22,1,Beta,Alpha,Grapple,34,70,72,False,False,,,repeat-bothfail,,,,,,,303,21,74,50,20,0,36,32,,
3,93,22,2,Beta,Alpha,Grapple,35,79,37,False,True,,3,defender-wins,,,,,,,303,-8,87,50,29,0,44,0,,
